,datetime,station,operation,num_bikes,is_weekend
429,2020-01-18 21:00:00,113,both,8.0,weekday
430,2020-01-18 22:00:00,113,both,5.0,weekday
431,2020-01-18 23:00:00,113,both,6.0,weekday
432,2020-01-19 00:00:00,113,both,8.0,weekend
433,2020-01-19 01:00:00,113,both,2.0,weekend
434,2020-01-19 02:00:00,113,both,2.0,weekend
435,2020-01-19 03:00:00,113,both,1.0,weekend
436,2020-01-19 04:00:00,113,both,0.0,weekend
437,2020-01-19 05:00:00,113,both,2.0,weekend
438,2020-01-19 06:00:00,113,both,1.0,weekend
439,2020-01-19 07:00:00,113,both,0.0,weekend
440,2020-01-19 08:00:00,113,both,2.0,weekend
441,2020-01-19 09:00:00,113,both,6.0,weekend
442,2020-01-19 10:00:00,113,both,8.0,weekend
443,2020-01-19 11:00:00,113,both,11.0,weekend
444,2020-01-19 12:00:00,113,both,4.0,weekend
445,2020-01-19 13:00:00,113,both,2.0,weekend
446,2020-01-19 14:00:00,113,both,5.0,weekend
447,2020-01-19 15:00:00,113,both,6.0,weekend
448,2020-01-19 16:00:00,113,both,3.0,weekend
449,2020-01-19 17:00:00,113,both,3.0,weekend
450,2020-01-19 18:00:00,113,both,3.0,weekend
451,2020-01-19 19:00:00,113,both,2.0,weekend
452,2020-01-19 20:00:00,113,both,3.0,weekend
453,2020-01-19 21:00:00,113,both,2.0,weekend
454,2020-01-19 22:00:00,113,both,5.0,weekend
455,2020-01-19 23:00:00,113,both,4.0,weekend
456,2020-01-20 00:00:00,113,both,3.0,weekend
457,2020-01-20 01:00:00,113,both,7.0,weekend
458,2020-01-20 02:00:00,113,both,0.0,weekend
459,2020-01-20 03:00:00,113,both,0.0,weekend
460,2020-01-20 04:00:00,113,both,1.0,weekend
461,2020-01-20 05:00:00,113,both,3.0,weekend
462,2020-01-20 06:00:00,113,both,6.0,weekend
463,2020-01-20 07:00:00,113,both,5.0,weekend
464,2020-01-20 08:00:00,113,both,5.0,weekend
465,2020-01-20 09:00:00,113,both,1.0,weekend
466,2020-01-20 10:00:00,113,both,8.0,weekend
467,2020-01-20 11:00:00,113,both,8.0,weekend
468,2020-01-20 12:00:00,113,both,4.0,weekend
469,2020-01-20 13:00:00,113,both,11.0,weekend
470,2020-01-20 14:00:00,113,both,12.0,weekend
471,2020-01-20 15:00:00,113,both,10.0,weekend
472,2020-01-20 16:00:00,113,both,3.0,weekend
473,2020-01-20 17:00:00,113,both,6.0,weekend
