datetime,station,acronim,value
2020-01-19T23:00:00Z,X8,HRN,25
2020-01-20T19:07:00Z,X8,PX,1017.3
2020-01-20T03:46:00Z,X8,PN,1012.4
2020-01-20T18:01:00Z,X8,VVX10,21.8
2020-01-20T18:01:00Z,X8,DVVX10,39
2020-01-21T20:54:00Z,D5,TX,9.4
2020-01-20T23:18:00Z,D5,TN,4.7
2020-01-21T22:55:00Z,D5,HRX,98
2020-01-21T01:04:00Z,D5,HRN,95
2020-01-21T00:10:00Z,D5,PX,976
2020-01-21T19:51:00Z,D5,PN,970.8
2020-01-21T10:57:00Z,D5,VVX10,30.3
2020-01-21T10:57:00Z,D5,DVVX10,75
2020-01-21T13:13:00Z,X2,TX,12.6
2020-01-21T00:13:00Z,X2,TN,7.7
2020-01-21T20:42:00Z,X2,HRX,100
2020-01-21T18:11:00Z,X2,HRN,85
2020-01-21T13:17:00Z,X4,TX,12.4
2020-01-21T00:09:00Z,X4,TN,7.8
2020-01-21T20:45:00Z,X4,HRX,96
2020-01-21T21:55:00Z,X4,HRN,80
2020-01-20T23:55:00Z,X4,PX,1022.2
2020-01-21T19:55:00Z,X4,PN,1016.6
2020-01-21T20:25:00Z,X4,VVX10,20.8
2020-01-21T20:25:00Z,X4,DVVX10,75
2020-01-21T13:11:00Z,X8,TX,11.9
2020-01-20T23:04:00Z,X8,TN,7.5
2020-01-21T22:40:00Z,X8,HRX,98
2020-01-20T23:42:00Z,X8,HRN,84
2020-01-20T23:22:00Z,X8,PX,1016
2020-01-21T19:43:00Z,X8,PN,1011.1
2020-01-21T12:20:00Z,X8,VVX10,22.5
2020-01-21T12:20:00Z,X8,DVVX10,63
2020-01-22T20:32:00Z,D5,TX,11.6
2020-01-22T03:46:00Z,D5,TN,7.3
2020-01-22T22:30:00Z,D5,HRX,99
2020-01-22T04:43:00Z,D5,HRN,92
2020-01-21T23:00:00Z,D5,PX,973.9
2020-01-22T14:38:00Z,D5,PN,969.8
2020-01-22T14:44:00Z,D5,VVX10,20.3
2020-01-22T14:44:00Z,D5,DVVX10,77
2020-01-22T19:30:00Z,X2,TX,14.5
2020-01-22T04:38:00Z,X2,TN,9.6
2020-01-22T02:00:00Z,X2,HRX,100
2020-01-22T15:37:00Z,X2,HRN,90
2020-01-22T18:41:00Z,X4,TX,14.5
2020-01-21T23:27:00Z,X4,TN,9.6
2020-01-21T23:40:00Z,X4,HRX,96
2020-01-22T06:30:00Z,X4,HRN,80
2020-01-21T23:12:00Z,X4,PX,1018.7
2020-01-22T14:46:00Z,X4,PN,1014.5
2020-01-22T21:35:00Z,X4,VVX10,13
2020-01-22T21:35:00Z,X4,DVVX10,89
2020-01-22T14:30:00Z,X8,TX,14.2
2020-01-21T23:16:00Z,X8,TN,9.9
2020-01-22T00:00:00Z,X8,HRX,98
2020-01-22T04:21:00Z,X8,HRN,80
2020-01-21T23:00:00Z,X8,PX,1013.1
2020-01-22T15:50:00Z,X8,PN,1009.1
2020-01-22T13:27:00Z,X8,VVX10,13.1
2020-01-22T13:27:00Z,X8,DVVX10,80
2020-01-23T12:57:00Z,D5,TX,14
2020-01-23T09:08:00Z,D5,TN,8.6
2020-01-23T09:00:00Z,D5,HRX,99
2020-01-23T18:45:00Z,D5,HRN,64
2020-01-23T22:00:00Z,D5,PX,974.6
2020-01-23T01:40:00Z,D5,PN,967.7
2020-01-23T01:41:00Z,D5,VVX10,21.2
2020-01-23T01:41:00Z,D5,DVVX10,75
2020-01-23T12:55:00Z,X2,TX,15
2020-01-23T22:58:00Z,X2,TN,7.9
2020-01-23T07:00:00Z,X2,HRX,100
2020-01-23T14:30:00Z,X2,HRN,63
2020-01-23T12:50:00Z,X4,TX,15.5
2020-01-23T22:52:00Z,X4,TN,10.9
2020-01-23T04:00:00Z,X4,HRX,97
2020-01-23T13:22:00Z,X4,HRN,54
2020-01-23T22:00:00Z,X4,PX,1019.4
2020-01-23T02:31:00Z,X4,PN,1012.8
2020-01-23T01:00:00Z,X4,VVX10,12
2020-01-23T01:00:00Z,X4,DVVX10,93
2020-01-23T12:38:00Z,X8,TX,15.6
2020-01-23T22:30:00Z,X8,TN,8.3
2020-01-23T06:00:00Z,X8,HRX,99
2020-01-23T12:59:00Z,X8,HRN,56
2020-01-23T22:01:00Z,X8,PX,1013.8
2020-01-23T01:33:00Z,X8,PN,1007.4
2020-01-22T23:50:00Z,X8,VVX10,14.8
2020-01-22T23:50:00Z,X8,DVVX10,60
2020-01-24T13:45:00Z,D5,TX,15.5
2020-01-24T04:56:00Z,D5,TN,7.6
2020-01-24T15:37:00Z,D5,HRX,78
2020-01-24T13:15:00Z,D5,HRN,52
2020-01-23T23:00:00Z,D5,PX,974.4
2020-01-24T14:10:00Z,D5,PN,971.4
2020-01-24T04:48:00Z,D5,VVX10,8.2
2020-01-24T04:48:00Z,D5,DVVX10,313
2020-01-24T11:45:00Z,X2,TX,16.2
2020-01-24T05:40:00Z,X2,TN,6
2020-01-24T06:30:00Z,X2,HRX,100
2020-01-24T11:47:00Z,X2,HRN,55
2020-01-24T13:07:00Z,X4,TX,16.8
2020-01-24T06:36:00Z,X4,TN,9.1
2020-01-24T04:01:00Z,X4,HRX,86
2020-01-24T11:36:00Z,X4,HRN,50
2020-01-23T23:04:00Z,X4,PX,1019.2
2020-01-24T14:06:00Z,X4,PN,1015.7
2020-01-24T14:53:00Z,X4,VVX10,4.6
2020-01-24T14:53:00Z,X4,DVVX10,261
2020-01-24T11:41:00Z,X8,TX,16.4
2020-01-24T03:48:00Z,X8,TN,6.8
2020-01-24T03:50:00Z,X8,HRX,94
2020-01-24T11:47:00Z,X8,HRN,52
2020-01-23T23:01:00Z,X8,PX,1013.7
2020-01-24T14:08:00Z,X8,PN,1010.4
2020-01-24T11:26:00Z,X8,VVX10,3.8
2020-01-24T11:26:00Z,X8,DVVX10,257
2020-01-25T12:15:00Z,D5,TX,11.6
2020-01-25T04:45:00Z,D5,TN,7.9
2020-01-25T22:30:00Z,D5,HRX,97
2020-01-24T23:02:00Z,D5,HRN,73
2020-01-25T09:34:00Z,D5,PX,973
2020-01-25T22:56:00Z,D5,PN,969.4
2020-01-25T18:45:00Z,D5,VVX10,5.7
2020-01-25T18:45:00Z,D5,DVVX10,73
2020-01-25T12:13:00Z,X2,TX,14.8
2020-01-25T04:05:00Z,X2,TN,8.7
2020-01-25T22:59:00Z,X2,HRX,96
2020-01-25T12:14:00Z,X2,HRN,67
2020-01-25T12:03:00Z,X4,TX,14.5
2020-01-25T06:16:00Z,X4,TN,10.5
2020-01-25T21:00:00Z,X4,HRX,88
2020-01-25T12:03:00Z,X4,HRN,63
2020-01-25T09:06:00Z,X4,PX,1017.8
2020-01-25T22:54:00Z,X4,PN,1014
2020-01-25T15:19:00Z,X4,VVX10,4.5
2020-01-25T15:19:00Z,X4,DVVX10,93
2020-01-25T11:51:00Z,X8,TX,14.2
2020-01-25T01:00:00Z,X8,TN,8.8
2020-01-25T06:00:00Z,X8,HRX,98
2020-01-25T11:47:00Z,X8,HRN,65
2020-01-25T09:30:00Z,X8,PX,1012.2
2020-01-25T22:57:00Z,X8,PN,1008.5
2020-01-25T09:19:00Z,X8,VVX10,4.2
2020-01-25T09:19:00Z,X8,DVVX10,36
2020-01-26T12:44:00Z,D5,TX,14.3
2020-01-26T22:56:00Z,D5,TN,8.3
2020-01-25T23:30:00Z,D5,HRX,97
2020-01-26T12:57:00Z,D5,HRN,66
2020-01-26T22:13:00Z,D5,PX,974.1
2020-01-26T04:04:00Z,D5,PN,968.8
2020-01-26T08:28:00Z,D5,VVX10,8.6
2020-01-26T08:28:00Z,D5,DVVX10,312
2020-01-26T11:32:00Z,X2,TX,17
2020-01-26T06:07:00Z,X2,TN,8.2
2020-01-26T07:00:00Z,X2,HRX,98
2020-01-26T11:49:00Z,X2,HRN,54
2020-01-26T12:41:00Z,X4,TX,17.7
2020-01-26T04:30:00Z,X4,TN,11
2020-01-26T17:00:00Z,X4,HRX,88
2020-01-26T12:41:00Z,X4,HRN,50
2020-01-26T22:30:00Z,X4,PX,1019
2020-01-26T04:05:00Z,X4,PN,1013.3
2020-01-26T09:11:00Z,X4,VVX10,6.8
2020-01-26T09:11:00Z,X4,DVVX10,307
2020-01-26T12:40:00Z,X8,TX,16.3
2020-01-26T02:10:00Z,X8,TN,8.7
2020-01-26T02:00:00Z,X8,HRX,97
2020-01-26T12:43:00Z,X8,HRN,58
2020-01-26T22:30:00Z,X8,PX,1013.5
2020-01-26T04:34:00Z,X8,PN,1007.8
2020-01-26T10:44:00Z,X8,VVX10,7.9
2020-01-26T10:44:00Z,X8,DVVX10,286
2020-01-27T11:37:00Z,D5,TX,12.6
2020-01-27T06:00:00Z,D5,TN,5.8
2020-01-26T23:55:00Z,D5,HRX,82
2020-01-27T11:30:00Z,D5,HRN,53
2020-01-26T23:00:00Z,D5,PX,973.8
2020-01-27T17:19:00Z,D5,PN,968.6
2020-01-27T10:42:00Z,D5,VVX10,9.9
2020-01-27T10:42:00Z,D5,DVVX10,238
2020-01-27T11:36:00Z,X2,TX,15.9
2020-01-27T03:52:00Z,X2,TN,7
2020-01-27T03:30:00Z,X2,HRX,99
2020-01-27T11:56:00Z,X2,HRN,43
2020-01-27T11:49:00Z,X4,TX,15.9
2020-01-27T06:30:00Z,X4,TN,9.8
2020-01-26T23:43:00Z,X4,HRX,81
2020-01-27T11:51:00Z,X4,HRN,39
2020-01-26T23:00:00Z,X4,PX,1018.8
2020-01-27T15:15:00Z,X4,PN,1013.3
2020-01-27T11:51:00Z,X4,VVX10,8.9
2020-01-27T11:51:00Z,X4,DVVX10,288
2020-01-27T11:30:00Z,X8,TX,15.4
2020-01-27T04:00:00Z,X8,TN,7.5
2020-01-26T23:31:00Z,X8,HRX,86
2020-01-27T11:44:00Z,X8,HRN,42
2020-01-26T23:00:00Z,X8,PX,1013.3
2020-01-27T15:11:00Z,X8,PN,1008
2020-01-27T10:56:00Z,X8,VVX10,10.1
2020-01-27T10:56:00Z,X8,DVVX10,259
2020-01-28T13:29:00Z,D5,TX,14.2
2020-01-28T04:00:00Z,D5,TN,7.9
2020-01-28T05:20:00Z,D5,HRX,78
2020-01-28T13:33:00Z,D5,HRN,58
2020-01-28T22:31:00Z,D5,PX,971.1
2020-01-28T04:56:00Z,D5,PN,967.4
2020-01-28T08:36:00Z,D5,VVX10,14.8
2020-01-28T08:36:00Z,D5,DVVX10,304
2020-01-28T13:30:00Z,X2,TX,18
2020-01-28T04:09:00Z,X2,TN,7.9
2020-01-28T22:42:00Z,X2,HRX,90
2020-01-28T14:02:00Z,X2,HRN,48
2020-01-28T13:30:00Z,X4,TX,18.2
2020-01-28T04:36:00Z,X4,TN,11.1
2020-01-28T22:08:00Z,X4,HRX,72
2020-01-28T14:01:00Z,X4,HRN,44
2020-01-28T22:34:00Z,X4,PX,1015.3
2020-01-28T13:18:00Z,X4,PN,1011.7
2020-01-28T08:54:00Z,X4,VVX10,10.9
2020-01-28T08:54:00Z,X4,DVVX10,261
2020-01-28T13:00:00Z,X8,TX,17.5
2020-01-28T04:09:00Z,X8,TN,9
2020-01-28T22:25:00Z,X8,HRX,83
2020-01-28T13:36:00Z,X8,HRN,48
2020-01-28T22:30:00Z,X8,PX,1009.8
2020-01-28T13:04:00Z,X8,PN,1006.6
2020-01-28T13:53:00Z,X8,VVX10,9.1
2020-01-28T13:53:00Z,X8,DVVX10,288
2020-01-29T13:55:00Z,D5,TX,14.7
2020-01-29T06:17:00Z,D5,TN,8.6
2020-01-29T17:00:00Z,D5,HRX,95
2020-01-28T23:03:00Z,D5,HRN,65
2020-01-29T09:49:00Z,D5,PX,973.8
2020-01-29T02:41:00Z,D5,PN,970.4
2020-01-28T23:13:00Z,D5,VVX10,6.6
2020-01-28T23:13:00Z,D5,DVVX10,257
2020-01-29T12:07:00Z,X2,TX,15.3
2020-01-29T04:35:00Z,X2,TN,7.8
2020-01-29T22:49:00Z,X2,HRX,100
2020-01-29T08:55:00Z,X2,HRN,70
2020-01-29T11:52:00Z,X4,TX,15.8
2020-01-29T03:35:00Z,X4,TN,10.5
2020-01-29T22:14:00Z,X4,HRX,89
2020-01-29T11:52:00Z,X4,HRN,63
2020-01-29T09:51:00Z,X4,PX,1018.4
2020-01-28T23:44:00Z,X4,PN,1014.8
2020-01-29T13:01:00Z,X4,VVX10,4.2
2020-01-29T13:01:00Z,X4,DVVX10,132
2020-01-29T11:50:00Z,X8,TX,17.3
2020-01-29T06:15:00Z,X8,TN,9.3
2020-01-29T22:30:00Z,X8,HRX,98
2020-01-29T12:29:00Z,X8,HRN,58
2020-01-29T09:50:00Z,X8,PX,1012.9
2020-01-28T23:41:00Z,X8,PN,1009.3
2020-01-29T13:37:00Z,X8,VVX10,4.1
2020-01-29T13:37:00Z,X8,DVVX10,154
2020-01-30T12:56:00Z,D5,TX,17.8
2020-01-30T05:19:00Z,D5,TN,9.9
2020-01-29T23:14:00Z,D5,HRX,86
2020-01-30T14:34:00Z,D5,HRN,58
2020-01-29T23:00:00Z,D5,PX,972.6
2020-01-30T15:13:00Z,D5,PN,970.1
2020-01-30T01:13:00Z,D5,VVX10,10.3
2020-01-30T01:13:00Z,D5,DVVX10,276
2020-01-30T12:11:00Z,X2,TX,19.4
2020-01-30T03:06:00Z,X2,TN,8
2020-01-30T07:30:00Z,X2,HRX,100
2020-01-30T14:31:00Z,X2,HRN,50
2020-01-30T12:01:00Z,X4,TX,20
2020-01-30T02:36:00Z,X4,TN,10.6
2020-01-30T00:48:00Z,X4,HRX,90
2020-01-30T14:38:00Z,X4,HRN,46
2020-01-29T23:00:00Z,X4,PX,1017.3
2020-01-30T14:34:00Z,X4,PN,1013.8
2020-01-30T14:07:00Z,X4,VVX10,7.9
2020-01-30T14:07:00Z,X4,DVVX10,338
2020-01-30T13:05:00Z,X8,TX,19.2
2020-01-30T05:02:00Z,X8,TN,8.7
2020-01-30T04:07:00Z,X8,HRX,98
2020-01-30T14:21:00Z,X8,HRN,51
2020-01-29T23:01:00Z,X8,PX,1011.7
2020-01-30T14:30:00Z,X8,PN,1008.8
2020-01-30T10:46:00Z,X8,VVX10,7.9
2020-01-30T10:46:00Z,X8,DVVX10,279
2020-01-31T13:25:00Z,D5,TX,19.7
2020-01-31T03:04:00Z,D5,TN,10.9
2020-01-31T03:06:00Z,D5,HRX,80
2020-01-31T13:26:00Z,D5,HRN,51
2020-01-31T10:04:00Z,D5,PX,974
2020-01-31T03:01:00Z,D5,PN,971
2020-01-31T00:27:00Z,D5,VVX10,10.9
2020-01-31T00:27:00Z,D5,DVVX10,339
2020-01-31T11:51:00Z,X2,TX,20.2
2020-01-31T02:51:00Z,X2,TN,9.3
2020-01-30T23:00:00Z,X2,HRX,98
2020-01-31T11:51:00Z,X2,HRN,51
2020-01-31T13:01:00Z,X4,TX,20
2020-01-31T03:03:00Z,X4,TN,11.6
2020-01-30T23:21:00Z,X4,HRX,90
2020-01-31T11:55:00Z,X4,HRN,47
2020-01-31T09:30:00Z,X4,PX,1017.8
2020-01-31T14:10:00Z,X4,PN,1015.5
2020-01-31T14:23:00Z,X4,VVX10,4.8
2020-01-31T14:23:00Z,X4,DVVX10,248
2020-01-31T12:35:00Z,X8,TX,20.6
2020-01-31T06:03:00Z,X8,TN,10.8
2020-01-31T18:53:00Z,X8,HRX,91
2020-01-31T13:13:00Z,X8,HRN,47
2020-01-31T09:53:00Z,X8,PX,1012.5
2020-01-31T02:47:00Z,X8,PN,1010
2020-01-31T13:27:00Z,X8,VVX10,5.3
2020-01-31T13:27:00Z,X8,DVVX10,216
