datetime,station,mech_drops,elec_drops,elec_picks,mech_picks
2020-01-01T00:00:00,1,31.0,6.0,4.0,39.0
2020-01-02T00:00:00,1,71.0,16.0,16.0,54.0
2020-01-03T00:00:00,1,52.0,19.0,23.0,83.0
2020-01-04T00:00:00,1,39.0,11.0,11.0,48.0
2020-01-05T00:00:00,1,41.0,11.0,10.0,45.0
2020-01-06T00:00:00,1,30.0,9.0,9.0,31.0
2020-01-07T00:00:00,1,103.0,17.0,19.0,95.0
2020-01-08T00:00:00,1,73.0,21.0,20.0,104.0
2020-01-09T00:00:00,1,73.0,17.0,14.0,80.0
2020-01-10T00:00:00,1,11.0,2.0,7.0,10.0
2020-01-11T00:00:00,1,59.0,11.0,10.0,86.0
2020-01-12T00:00:00,1,42.0,14.0,15.0,59.0
2020-01-13T00:00:00,1,87.0,16.0,17.0,93.0
2020-01-14T00:00:00,1,86.0,21.0,21.0,85.0
2020-01-15T00:00:00,1,78.0,26.0,25.0,91.0
2020-01-16T00:00:00,1,71.0,23.0,23.0,76.0
2020-01-17T00:00:00,1,68.0,17.0,17.0,88.0
2020-01-18T00:00:00,1,52.0,14.0,14.0,66.0
2020-01-19T00:00:00,1,30.0,9.0,8.0,37.0
2020-01-20T00:00:00,1,36.0,10.0,9.0,38.0
2020-01-21T00:00:00,1,8.0,4.0,2.0,13.0
2020-01-22T00:00:00,1,62.0,11.0,11.0,50.0
2020-01-23T00:00:00,1,70.0,24.0,25.0,85.0
2020-01-24T00:00:00,1,72.0,19.0,19.0,60.0
2020-01-25T00:00:00,1,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,1,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,1,81.0,21.0,22.0,61.0
2020-01-28T00:00:00,1,71.0,23.0,24.0,87.0
2020-01-29T00:00:00,1,75.0,23.0,21.0,72.0
2020-01-30T00:00:00,1,82.0,23.0,24.0,89.0
2020-01-31T00:00:00,1,79.0,21.0,19.0,94.0
2020-01-01T00:00:00,2,24.0,6.0,6.0,23.0
2020-01-02T00:00:00,2,57.0,2.0,2.0,51.0
2020-01-03T00:00:00,2,65.0,11.0,11.0,67.0
2020-01-04T00:00:00,2,33.0,12.0,13.0,41.0
2020-01-05T00:00:00,2,32.0,8.0,8.0,39.0
2020-01-06T00:00:00,2,31.0,9.0,9.0,40.0
2020-01-07T00:00:00,2,66.0,16.0,16.0,60.0
2020-01-08T00:00:00,2,72.0,12.0,12.0,76.0
2020-01-09T00:00:00,2,81.0,17.0,17.0,81.0
2020-01-10T00:00:00,2,68.0,19.0,20.0,66.0
2020-01-11T00:00:00,2,46.0,8.0,7.0,54.0
2020-01-12T00:00:00,2,35.0,6.0,6.0,46.0
2020-01-13T00:00:00,2,80.0,8.0,7.0,89.0
2020-01-14T00:00:00,2,111.0,8.0,8.0,104.0
2020-01-15T00:00:00,2,87.0,14.0,14.0,86.0
2020-01-16T00:00:00,2,89.0,17.0,17.0,96.0
2020-01-17T00:00:00,2,88.0,22.0,20.0,91.0
2020-01-18T00:00:00,2,39.0,11.0,11.0,58.0
2020-01-19T00:00:00,2,25.0,4.0,3.0,33.0
2020-01-20T00:00:00,2,49.0,11.0,11.0,59.0
2020-01-21T00:00:00,2,30.0,5.0,4.0,26.0
2020-01-22T00:00:00,2,69.0,6.0,7.0,72.0
2020-01-23T00:00:00,2,87.0,11.0,11.0,86.0
2020-01-24T00:00:00,2,65.0,18.0,19.0,73.0
2020-01-25T00:00:00,2,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,2,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,2,75.0,7.0,7.0,74.0
2020-01-28T00:00:00,2,78.0,20.0,21.0,90.0
2020-01-29T00:00:00,2,77.0,13.0,12.0,81.0
2020-01-30T00:00:00,2,77.0,10.0,13.0,91.0
2020-01-31T00:00:00,2,80.0,9.0,11.0,89.0
2020-01-01T00:00:00,3,21.0,1.0,1.0,27.0
2020-01-02T00:00:00,3,40.0,5.0,5.0,39.0
2020-01-03T00:00:00,3,34.0,4.0,4.0,40.0
2020-01-04T00:00:00,3,30.0,3.0,3.0,31.0
2020-01-05T00:00:00,3,55.0,7.0,7.0,45.0
2020-01-06T00:00:00,3,27.0,4.0,4.0,36.0
2020-01-07T00:00:00,3,57.0,11.0,11.0,47.0
2020-01-08T00:00:00,3,65.0,7.0,7.0,66.0
2020-01-09T00:00:00,3,66.0,15.0,14.0,71.0
2020-01-10T00:00:00,3,35.0,6.0,7.0,35.0
2020-01-11T00:00:00,3,52.0,6.0,7.0,55.0
2020-01-12T00:00:00,3,31.0,3.0,5.0,26.0
2020-01-13T00:00:00,3,51.0,7.0,7.0,43.0
2020-01-14T00:00:00,3,68.0,16.0,16.0,73.0
2020-01-15T00:00:00,3,55.0,14.0,14.0,43.0
2020-01-16T00:00:00,3,54.0,9.0,9.0,63.0
2020-01-17T00:00:00,3,60.0,5.0,5.0,56.0
2020-01-18T00:00:00,3,41.0,3.0,3.0,44.0
2020-01-19T00:00:00,3,29.0,3.0,5.0,29.0
2020-01-20T00:00:00,3,38.0,8.0,7.0,32.0
2020-01-21T00:00:00,3,12.0,2.0,6.0,22.0
2020-01-22T00:00:00,3,45.0,7.0,7.0,42.0
2020-01-23T00:00:00,3,46.0,3.0,3.0,45.0
2020-01-24T00:00:00,3,56.0,9.0,9.0,47.0
2020-01-25T00:00:00,3,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,3,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,3,66.0,14.0,14.0,51.0
2020-01-28T00:00:00,3,65.0,11.0,11.0,74.0
2020-01-29T00:00:00,3,65.0,13.0,13.0,63.0
2020-01-30T00:00:00,3,70.0,13.0,13.0,70.0
2020-01-31T00:00:00,3,60.0,12.0,12.0,47.0
2020-01-01T00:00:00,4,29.0,4.0,3.0,20.0
2020-01-02T00:00:00,4,74.0,11.0,11.0,79.0
2020-01-03T00:00:00,4,90.0,10.0,10.0,82.0
2020-01-04T00:00:00,4,61.0,7.0,9.0,50.0
2020-01-05T00:00:00,4,30.0,6.0,6.0,36.0
2020-01-06T00:00:00,4,34.0,9.0,9.0,48.0
2020-01-07T00:00:00,4,97.0,12.0,14.0,83.0
2020-01-08T00:00:00,4,98.0,11.0,12.0,97.0
2020-01-09T00:00:00,4,80.0,23.0,23.0,92.0
2020-01-10T00:00:00,4,74.0,14.0,14.0,76.0
2020-01-11T00:00:00,4,78.0,12.0,10.0,68.0
2020-01-12T00:00:00,4,72.0,20.0,21.0,74.0
2020-01-13T00:00:00,4,99.0,20.0,21.0,94.0
2020-01-14T00:00:00,4,92.0,19.0,19.0,94.0
2020-01-15T00:00:00,4,111.0,16.0,16.0,120.0
2020-01-16T00:00:00,4,100.0,25.0,25.0,94.0
2020-01-17T00:00:00,4,107.0,19.0,20.0,107.0
2020-01-18T00:00:00,4,85.0,10.0,10.0,80.0
2020-01-19T00:00:00,4,60.0,11.0,11.0,68.0
2020-01-20T00:00:00,4,70.0,18.0,18.0,72.0
2020-01-21T00:00:00,4,27.0,5.0,2.0,24.0
2020-01-22T00:00:00,4,80.0,12.0,13.0,84.0
2020-01-23T00:00:00,4,98.0,21.0,21.0,101.0
2020-01-24T00:00:00,4,107.0,20.0,22.0,100.0
2020-01-25T00:00:00,4,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,4,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,4,94.0,12.0,13.0,81.0
2020-01-28T00:00:00,4,108.0,18.0,19.0,109.0
2020-01-29T00:00:00,4,115.0,18.0,18.0,110.0
2020-01-30T00:00:00,4,94.0,15.0,17.0,98.0
2020-01-31T00:00:00,4,105.0,23.0,23.0,101.0
2020-01-01T00:00:00,5,21.0,3.0,3.0,31.0
2020-01-02T00:00:00,5,27.0,8.0,8.0,32.0
2020-01-03T00:00:00,5,37.0,8.0,8.0,42.0
2020-01-04T00:00:00,5,29.0,9.0,9.0,23.0
2020-01-05T00:00:00,5,47.0,9.0,9.0,48.0
2020-01-06T00:00:00,5,21.0,9.0,9.0,17.0
2020-01-07T00:00:00,5,49.0,4.0,4.0,61.0
2020-01-08T00:00:00,5,32.0,5.0,5.0,42.0
2020-01-09T00:00:00,5,34.0,10.0,10.0,26.0
2020-01-10T00:00:00,5,32.0,3.0,3.0,38.0
2020-01-11T00:00:00,5,31.0,9.0,8.0,25.0
2020-01-12T00:00:00,5,39.0,9.0,9.0,19.0
2020-01-13T00:00:00,5,46.0,17.0,15.0,36.0
2020-01-14T00:00:00,5,47.0,11.0,11.0,60.0
2020-01-15T00:00:00,5,62.0,11.0,9.0,54.0
2020-01-16T00:00:00,5,38.0,8.0,8.0,39.0
2020-01-17T00:00:00,5,44.0,10.0,9.0,34.0
2020-01-18T00:00:00,5,50.0,12.0,10.0,42.0
2020-01-19T00:00:00,5,23.0,9.0,9.0,22.0
2020-01-20T00:00:00,5,17.0,3.0,3.0,18.0
2020-01-21T00:00:00,5,9.0,0.0,0.0,5.0
2020-01-22T00:00:00,5,17.0,3.0,3.0,26.0
2020-01-23T00:00:00,5,41.0,14.0,14.0,42.0
2020-01-24T00:00:00,5,36.0,8.0,8.0,27.0
2020-01-25T00:00:00,5,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,5,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,5,36.0,7.0,7.0,48.0
2020-01-28T00:00:00,5,44.0,8.0,8.0,48.0
2020-01-29T00:00:00,5,38.0,9.0,11.0,50.0
2020-01-30T00:00:00,5,57.0,10.0,10.0,32.0
2020-01-31T00:00:00,5,62.0,8.0,8.0,71.0
2020-01-01T00:00:00,6,37.0,9.0,9.0,37.0
2020-01-02T00:00:00,6,53.0,5.0,5.0,59.0
2020-01-03T00:00:00,6,69.0,14.0,13.0,56.0
2020-01-04T00:00:00,6,45.0,11.0,11.0,56.0
2020-01-05T00:00:00,6,69.0,16.0,16.0,54.0
2020-01-06T00:00:00,6,44.0,11.0,11.0,41.0
2020-01-07T00:00:00,6,69.0,9.0,9.0,55.0
2020-01-08T00:00:00,6,91.0,20.0,20.0,89.0
2020-01-09T00:00:00,6,76.0,17.0,17.0,68.0
2020-01-10T00:00:00,6,49.0,8.0,8.0,40.0
2020-01-11T00:00:00,6,59.0,22.0,21.0,60.0
2020-01-12T00:00:00,6,51.0,10.0,10.0,69.0
2020-01-13T00:00:00,6,95.0,13.0,13.0,105.0
2020-01-14T00:00:00,6,77.0,13.0,13.0,84.0
2020-01-15T00:00:00,6,111.0,19.0,19.0,115.0
2020-01-16T00:00:00,6,105.0,14.0,14.0,126.0
2020-01-17T00:00:00,6,83.0,16.0,16.0,80.0
2020-01-18T00:00:00,6,72.0,10.0,10.0,78.0
2020-01-19T00:00:00,6,49.0,8.0,8.0,36.0
2020-01-20T00:00:00,6,46.0,10.0,8.0,68.0
2020-01-21T00:00:00,6,27.0,3.0,2.0,20.0
2020-01-22T00:00:00,6,60.0,7.0,7.0,84.0
2020-01-23T00:00:00,6,71.0,9.0,14.0,92.0
2020-01-24T00:00:00,6,86.0,16.0,17.0,87.0
2020-01-25T00:00:00,6,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,6,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,6,106.0,5.0,6.0,122.0
2020-01-28T00:00:00,6,87.0,15.0,15.0,85.0
2020-01-29T00:00:00,6,83.0,17.0,16.0,87.0
2020-01-30T00:00:00,6,99.0,19.0,19.0,105.0
2020-01-31T00:00:00,6,107.0,24.0,23.0,102.0
2020-01-01T00:00:00,7,21.0,7.0,7.0,9.0
2020-01-02T00:00:00,7,39.0,5.0,6.0,20.0
2020-01-03T00:00:00,7,22.0,2.0,2.0,36.0
2020-01-04T00:00:00,7,42.0,6.0,6.0,28.0
2020-01-05T00:00:00,7,25.0,1.0,1.0,13.0
2020-01-06T00:00:00,7,23.0,5.0,4.0,44.0
2020-01-07T00:00:00,7,58.0,11.0,11.0,41.0
2020-01-08T00:00:00,7,67.0,11.0,11.0,48.0
2020-01-09T00:00:00,7,57.0,14.0,13.0,35.0
2020-01-10T00:00:00,7,44.0,10.0,10.0,36.0
2020-01-11T00:00:00,7,63.0,11.0,10.0,46.0
2020-01-12T00:00:00,7,58.0,12.0,12.0,55.0
2020-01-13T00:00:00,7,47.0,11.0,11.0,31.0
2020-01-14T00:00:00,7,52.0,13.0,13.0,36.0
2020-01-15T00:00:00,7,74.0,13.0,13.0,51.0
2020-01-16T00:00:00,7,73.0,18.0,18.0,70.0
2020-01-17T00:00:00,7,72.0,20.0,20.0,71.0
2020-01-18T00:00:00,7,66.0,8.0,8.0,76.0
2020-01-19T00:00:00,7,34.0,9.0,8.0,30.0
2020-01-20T00:00:00,7,38.0,9.0,10.0,21.0
2020-01-21T00:00:00,7,11.0,1.0,0.0,9.0
2020-01-22T00:00:00,7,42.0,9.0,9.0,39.0
2020-01-23T00:00:00,7,60.0,19.0,18.0,47.0
2020-01-24T00:00:00,7,93.0,21.0,18.0,77.0
2020-01-25T00:00:00,7,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,7,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,7,65.0,15.0,15.0,51.0
2020-01-28T00:00:00,7,81.0,19.0,20.0,68.0
2020-01-29T00:00:00,7,68.0,13.0,12.0,66.0
2020-01-30T00:00:00,7,59.0,17.0,16.0,49.0
2020-01-31T00:00:00,7,61.0,9.0,9.0,55.0
2020-01-01T00:00:00,8,27.0,5.0,7.0,24.0
2020-01-02T00:00:00,8,47.0,8.0,8.0,46.0
2020-01-03T00:00:00,8,89.0,8.0,7.0,73.0
2020-01-04T00:00:00,8,63.0,7.0,6.0,76.0
2020-01-05T00:00:00,8,89.0,17.0,17.0,83.0
2020-01-06T00:00:00,8,50.0,6.0,6.0,42.0
2020-01-07T00:00:00,8,80.0,9.0,9.0,76.0
2020-01-08T00:00:00,8,90.0,10.0,9.0,77.0
2020-01-09T00:00:00,8,81.0,13.0,9.0,61.0
2020-01-10T00:00:00,8,59.0,5.0,4.0,51.0
2020-01-11T00:00:00,8,74.0,15.0,14.0,78.0
2020-01-12T00:00:00,8,82.0,12.0,12.0,75.0
2020-01-13T00:00:00,8,83.0,13.0,14.0,68.0
2020-01-14T00:00:00,8,94.0,21.0,21.0,86.0
2020-01-15T00:00:00,8,94.0,8.0,8.0,95.0
2020-01-16T00:00:00,8,90.0,24.0,24.0,82.0
2020-01-17T00:00:00,8,99.0,17.0,17.0,103.0
2020-01-18T00:00:00,8,60.0,9.0,9.0,51.0
2020-01-19T00:00:00,8,65.0,7.0,7.0,47.0
2020-01-20T00:00:00,8,43.0,7.0,7.0,37.0
2020-01-21T00:00:00,8,22.0,7.0,6.0,27.0
2020-01-22T00:00:00,8,64.0,11.0,12.0,54.0
2020-01-23T00:00:00,8,75.0,27.0,27.0,66.0
2020-01-24T00:00:00,8,93.0,17.0,17.0,99.0
2020-01-25T00:00:00,8,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,8,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,8,80.0,25.0,26.0,73.0
2020-01-28T00:00:00,8,92.0,17.0,20.0,80.0
2020-01-29T00:00:00,8,95.0,18.0,19.0,76.0
2020-01-30T00:00:00,8,81.0,17.0,17.0,64.0
2020-01-31T00:00:00,8,92.0,17.0,15.0,90.0
2020-01-01T00:00:00,9,31.0,7.0,5.0,33.0
2020-01-02T00:00:00,9,82.0,13.0,13.0,82.0
2020-01-03T00:00:00,9,87.0,18.0,19.0,76.0
2020-01-04T00:00:00,9,63.0,11.0,11.0,62.0
2020-01-05T00:00:00,9,0.0,0.0,0.0,0.0
2020-01-06T00:00:00,9,53.0,10.0,8.0,47.0
2020-01-07T00:00:00,9,82.0,9.0,11.0,68.0
2020-01-08T00:00:00,9,82.0,12.0,13.0,81.0
2020-01-09T00:00:00,9,90.0,21.0,22.0,90.0
2020-01-10T00:00:00,9,69.0,14.0,14.0,54.0
2020-01-11T00:00:00,9,59.0,9.0,9.0,50.0
2020-01-12T00:00:00,9,49.0,11.0,11.0,44.0
2020-01-13T00:00:00,9,86.0,13.0,13.0,78.0
2020-01-14T00:00:00,9,73.0,14.0,14.0,72.0
2020-01-15T00:00:00,9,81.0,6.0,6.0,80.0
2020-01-16T00:00:00,9,77.0,18.0,19.0,77.0
2020-01-17T00:00:00,9,59.0,10.0,10.0,57.0
2020-01-18T00:00:00,9,70.0,13.0,13.0,58.0
2020-01-19T00:00:00,9,52.0,10.0,10.0,32.0
2020-01-20T00:00:00,9,60.0,8.0,8.0,56.0
2020-01-21T00:00:00,9,13.0,7.0,6.0,15.0
2020-01-22T00:00:00,9,54.0,12.0,13.0,56.0
2020-01-23T00:00:00,9,60.0,7.0,7.0,59.0
2020-01-24T00:00:00,9,79.0,17.0,17.0,82.0
2020-01-25T00:00:00,9,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,9,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,9,79.0,15.0,15.0,73.0
2020-01-28T00:00:00,9,63.0,13.0,14.0,66.0
2020-01-29T00:00:00,9,109.0,19.0,19.0,127.0
2020-01-30T00:00:00,9,101.0,17.0,17.0,76.0
2020-01-31T00:00:00,9,105.0,21.0,21.0,87.0
2020-01-01T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-02T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-03T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-04T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-05T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-06T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-07T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-08T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-09T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-10T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-11T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-12T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-13T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-14T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-15T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-16T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-17T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-18T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-19T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-20T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-21T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-22T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-23T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-24T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-25T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-28T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-29T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-30T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-31T00:00:00,10,0.0,0.0,0.0,0.0
2020-01-01T00:00:00,11,32.0,1.0,1.0,27.0
2020-01-02T00:00:00,11,43.0,7.0,7.0,44.0
2020-01-03T00:00:00,11,28.0,6.0,6.0,27.0
2020-01-04T00:00:00,11,32.0,4.0,4.0,33.0
2020-01-05T00:00:00,11,42.0,2.0,2.0,39.0
2020-01-06T00:00:00,11,37.0,2.0,3.0,36.0
2020-01-07T00:00:00,11,58.0,4.0,4.0,58.0
2020-01-08T00:00:00,11,53.0,8.0,9.0,52.0
2020-01-09T00:00:00,11,47.0,8.0,8.0,45.0
2020-01-10T00:00:00,11,20.0,3.0,4.0,22.0
2020-01-11T00:00:00,11,45.0,13.0,13.0,40.0
2020-01-12T00:00:00,11,44.0,6.0,6.0,46.0
2020-01-13T00:00:00,11,58.0,5.0,5.0,59.0
2020-01-14T00:00:00,11,70.0,5.0,3.0,61.0
2020-01-15T00:00:00,11,40.0,4.0,4.0,42.0
2020-01-16T00:00:00,11,54.0,7.0,7.0,53.0
2020-01-17T00:00:00,11,70.0,6.0,6.0,64.0
2020-01-18T00:00:00,11,40.0,11.0,11.0,55.0
2020-01-19T00:00:00,11,19.0,2.0,2.0,18.0
2020-01-20T00:00:00,11,24.0,1.0,1.0,12.0
2020-01-21T00:00:00,11,14.0,1.0,1.0,2.0
2020-01-22T00:00:00,11,35.0,4.0,4.0,28.0
2020-01-23T00:00:00,11,47.0,9.0,10.0,56.0
2020-01-24T00:00:00,11,55.0,7.0,4.0,44.0
2020-01-25T00:00:00,11,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,11,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,11,29.0,6.0,6.0,45.0
2020-01-28T00:00:00,11,57.0,5.0,5.0,56.0
2020-01-29T00:00:00,11,54.0,7.0,6.0,49.0
2020-01-30T00:00:00,11,46.0,6.0,6.0,40.0
2020-01-31T00:00:00,11,59.0,7.0,7.0,55.0
2020-01-01T00:00:00,12,54.0,7.0,8.0,51.0
2020-01-02T00:00:00,12,72.0,12.0,13.0,71.0
2020-01-03T00:00:00,12,63.0,22.0,21.0,45.0
2020-01-04T00:00:00,12,66.0,13.0,13.0,61.0
2020-01-05T00:00:00,12,37.0,11.0,10.0,32.0
2020-01-06T00:00:00,12,34.0,7.0,9.0,32.0
2020-01-07T00:00:00,12,82.0,13.0,13.0,79.0
2020-01-08T00:00:00,12,97.0,9.0,9.0,97.0
2020-01-09T00:00:00,12,74.0,18.0,18.0,72.0
2020-01-10T00:00:00,12,56.0,7.0,7.0,55.0
2020-01-11T00:00:00,12,79.0,13.0,13.0,78.0
2020-01-12T00:00:00,12,69.0,18.0,17.0,69.0
2020-01-13T00:00:00,12,84.0,11.0,11.0,85.0
2020-01-14T00:00:00,12,87.0,11.0,11.0,85.0
2020-01-15T00:00:00,12,108.0,19.0,19.0,109.0
2020-01-16T00:00:00,12,77.0,13.0,13.0,76.0
2020-01-17T00:00:00,12,90.0,16.0,15.0,89.0
2020-01-18T00:00:00,12,68.0,14.0,13.0,64.0
2020-01-19T00:00:00,12,52.0,11.0,9.0,48.0
2020-01-20T00:00:00,12,65.0,8.0,8.0,47.0
2020-01-21T00:00:00,12,17.0,3.0,3.0,25.0
2020-01-22T00:00:00,12,73.0,16.0,16.0,78.0
2020-01-23T00:00:00,12,88.0,9.0,8.0,87.0
2020-01-24T00:00:00,12,74.0,15.0,14.0,72.0
2020-01-25T00:00:00,12,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,12,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,12,64.0,13.0,15.0,81.0
2020-01-28T00:00:00,12,76.0,8.0,8.0,77.0
2020-01-29T00:00:00,12,83.0,16.0,16.0,84.0
2020-01-30T00:00:00,12,96.0,19.0,17.0,95.0
2020-01-31T00:00:00,12,98.0,18.0,17.0,96.0
2020-01-01T00:00:00,13,34.0,9.0,8.0,27.0
2020-01-02T00:00:00,13,58.0,6.0,6.0,57.0
2020-01-03T00:00:00,13,59.0,16.0,13.0,51.0
2020-01-04T00:00:00,13,59.0,7.0,8.0,31.0
2020-01-05T00:00:00,13,49.0,10.0,4.0,44.0
2020-01-06T00:00:00,13,60.0,12.0,12.0,52.0
2020-01-07T00:00:00,13,68.0,15.0,15.0,73.0
2020-01-08T00:00:00,13,67.0,13.0,13.0,67.0
2020-01-09T00:00:00,13,77.0,15.0,15.0,73.0
2020-01-10T00:00:00,13,36.0,3.0,3.0,26.0
2020-01-11T00:00:00,13,50.0,9.0,9.0,43.0
2020-01-12T00:00:00,13,73.0,7.0,7.0,49.0
2020-01-13T00:00:00,13,69.0,19.0,19.0,85.0
2020-01-14T00:00:00,13,68.0,17.0,17.0,66.0
2020-01-15T00:00:00,13,78.0,16.0,16.0,81.0
2020-01-16T00:00:00,13,67.0,22.0,22.0,70.0
2020-01-17T00:00:00,13,81.0,13.0,13.0,83.0
2020-01-18T00:00:00,13,55.0,12.0,12.0,26.0
2020-01-19T00:00:00,13,44.0,5.0,4.0,49.0
2020-01-20T00:00:00,13,63.0,14.0,14.0,74.0
2020-01-21T00:00:00,13,31.0,3.0,3.0,12.0
2020-01-22T00:00:00,13,42.0,13.0,13.0,55.0
2020-01-23T00:00:00,13,72.0,14.0,14.0,67.0
2020-01-24T00:00:00,13,72.0,13.0,12.0,65.0
2020-01-25T00:00:00,13,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,13,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,13,80.0,13.0,16.0,96.0
2020-01-28T00:00:00,13,93.0,22.0,22.0,92.0
2020-01-29T00:00:00,13,65.0,20.0,22.0,72.0
2020-01-30T00:00:00,13,86.0,22.0,21.0,86.0
2020-01-31T00:00:00,13,84.0,19.0,19.0,70.0
2020-01-01T00:00:00,14,15.0,5.0,3.0,19.0
2020-01-02T00:00:00,14,41.0,6.0,7.0,25.0
2020-01-03T00:00:00,14,43.0,7.0,8.0,21.0
2020-01-04T00:00:00,14,46.0,6.0,6.0,52.0
2020-01-05T00:00:00,14,0.0,0.0,0.0,0.0
2020-01-06T00:00:00,14,21.0,12.0,11.0,14.0
2020-01-07T00:00:00,14,58.0,5.0,6.0,45.0
2020-01-08T00:00:00,14,42.0,5.0,5.0,39.0
2020-01-09T00:00:00,14,56.0,7.0,7.0,53.0
2020-01-10T00:00:00,14,36.0,3.0,3.0,36.0
2020-01-11T00:00:00,14,33.0,6.0,6.0,27.0
2020-01-12T00:00:00,14,28.0,7.0,7.0,29.0
2020-01-13T00:00:00,14,46.0,6.0,7.0,34.0
2020-01-14T00:00:00,14,28.0,5.0,4.0,27.0
2020-01-15T00:00:00,14,33.0,5.0,5.0,34.0
2020-01-16T00:00:00,14,54.0,11.0,11.0,50.0
2020-01-17T00:00:00,14,37.0,7.0,7.0,34.0
2020-01-18T00:00:00,14,33.0,6.0,6.0,39.0
2020-01-19T00:00:00,14,38.0,7.0,7.0,20.0
2020-01-20T00:00:00,14,41.0,6.0,5.0,35.0
2020-01-21T00:00:00,14,14.0,0.0,1.0,8.0
2020-01-22T00:00:00,14,30.0,6.0,5.0,33.0
2020-01-23T00:00:00,14,48.0,9.0,9.0,38.0
2020-01-24T00:00:00,14,30.0,5.0,5.0,28.0
2020-01-25T00:00:00,14,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,14,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,14,44.0,3.0,3.0,55.0
2020-01-28T00:00:00,14,61.0,6.0,7.0,50.0
2020-01-29T00:00:00,14,51.0,3.0,3.0,44.0
2020-01-30T00:00:00,14,69.0,12.0,12.0,44.0
2020-01-31T00:00:00,14,73.0,15.0,15.0,73.0
2020-01-01T00:00:00,15,23.0,4.0,5.0,20.0
2020-01-02T00:00:00,15,68.0,17.0,15.0,62.0
2020-01-03T00:00:00,15,57.0,20.0,20.0,62.0
2020-01-04T00:00:00,15,43.0,14.0,13.0,45.0
2020-01-05T00:00:00,15,39.0,11.0,11.0,45.0
2020-01-06T00:00:00,15,33.0,4.0,4.0,34.0
2020-01-07T00:00:00,15,83.0,12.0,13.0,80.0
2020-01-08T00:00:00,15,69.0,22.0,21.0,72.0
2020-01-09T00:00:00,15,75.0,25.0,24.0,74.0
2020-01-10T00:00:00,15,47.0,14.0,16.0,47.0
2020-01-11T00:00:00,15,62.0,18.0,16.0,50.0
2020-01-12T00:00:00,15,43.0,14.0,14.0,41.0
2020-01-13T00:00:00,15,84.0,30.0,30.0,82.0
2020-01-14T00:00:00,15,89.0,22.0,22.0,95.0
2020-01-15T00:00:00,15,101.0,28.0,28.0,108.0
2020-01-16T00:00:00,15,78.0,30.0,29.0,83.0
